id,school_code,school_name,school_slug,theme_key,theme_title,llm_strength,final_strength,score_norm_0_1,evidence_urls_count,evidence_snippets_count,confidence_llm,confidence_evidence,confidence_final,cap_reason,guardrail_triggered,raw_hits,source,created_at
1edbafd23a90627497702c75f3441f925f15346a,3215,outram-secondary-school,outram-secondary-school,leadership,Leadership,4.5,4.0,0.8,4,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,5,llm,2025-09-07 03:00:40+00
1eeb1c78e357b557714f4a629486453658593e85,3045,yishun-town-secondary-school,yishun-town-secondary-school,compassion_empathy,Compassion/Empathy,4.5,4.0,0.8,4,1,0.8,0.75,0.75,≥1 url & ≥1 snippet,false,3,llm,2025-09-07 02:47:36+00
1f03332f5df829a40e9a05eaf7a3b37fae912414,3008,raffles-girls-school-secondary,raffles-girls-school-secondary,diversity_inclusiveness,Diversity & Inclusiveness,4.5,4.5,0.9,4,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,8,llm,2025-09-07 02:40:36+00
1f0abc657f41123b369460312b1479d674368429,3020,yishun-secondary-school,yishun-secondary-school,innovation_pioneering,Innovation / Pioneering,4.5,3.5,0.7,4,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 02:43:27+00
1f19cb09fe8cad87461d527fdb45184d00b8cec2,3623,evergreen-secondary-school,evergreen-secondary-school,courage_tenacity,Courage / Tenacity,4.5,4.5,0.9,2,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,7,llm,2025-09-07 03:15:52+00
1f26d2a6bd8816de42fe83587892c66884c6dc5f,3030,temasek-secondary-school,temasek-secondary-school,integrity_moral_courage,Integrity/Moral Courage,4.5,4.0,0.8,5,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,3,llm,2025-09-07 02:44:55+00
1f47e8b46bff34f21bb3a315eb9e03103d4f2f4b,701,national-junior-college-secondary,national-junior-college-secondary,service_care,Service/Care,4.5,4.0,0.8,2,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,5,llm,2025-09-07 02:35:47+00
1f53b3f4ed6d3b407b5c8a65f54d667a0392fddf,3618,regent-secondary-school,regent-secondary-school,passion_lifelong_learning,Passion & Lifelong Learning,4.5,4.0,0.8,1,1,0.9,0.5,0.5,≥1 url & ≥1 snippet,false,2,llm,2025-09-07 03:13:54+00
1f584bac35a079be405d431b49e8f36191230b0d,3609,east-spring-secondary-school,east-spring-secondary-school,holistic_development,Holistic Development,4.5,4.0,0.8,2,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,5,llm,2025-09-07 03:10:59+00
1f97b6061a75845ee047b96bb2558844bec2daf2,3058,northland-secondary-school,northland-secondary-school,accountability_stewardship,Accountability / Stewardship,4.5,3.5,0.7,5,0,0.9,0.5,0.5,low evidence,false,0,llm,2025-09-07 02:51:11+00
1f9b27235680f56b91417f3dddc17b6ee18e7c1d,7102,catholic-high-school-secondary,catholic-high-school-secondary,integrity_moral_courage,Integrity/Moral Courage,4.5,4.0,0.8,6,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,5,llm,2025-09-07 03:25:15+00
1f9e54059298527d9770ed7001ae26388e0dd62f,3072,admiralty-secondary-school,admiralty-secondary-school,innovation_pioneering,Innovation / Pioneering,4.5,4.0,0.8,3,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,3,llm,2025-09-07 02:54:51+00
1fa6cb48588fdc2f43262457e1534d78e1473283,3077,loyang-view-secondary-school,loyang-view-secondary-school,holistic_development,Holistic Development,4.5,4.0,0.8,6,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,3,llm,2025-09-07 02:56:46+00
1fad200cd2f54367103e6842a87bc7e78215fbf6,7001,anglochinese-school-independent-secondary,anglochinese-school-independent-secondary,leadership,Leadership,4.5,4.5,0.9,6,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,5,llm,2025-09-07 03:16:09+00
1fba091512d458170818caca142401da91f57cda,3077,loyang-view-secondary-school,loyang-view-secondary-school,scholarship_leadership_excellence,Scholarship & Leadership Excellence,4.5,3.5,0.7,6,0,0.9,0.5,0.5,low evidence,false,0,llm,2025-09-07 02:56:48+00
1fde3e48a49fcc0bb6d87ea2de28bd55ed8d9156,3201,ahmad-ibrahim-secondary-school,ahmad-ibrahim-secondary-school,excellence,Excellence,4.5,4.5,0.9,4,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,6,llm,2025-09-07 02:57:49+00
1ffae7b9ab620a2c255259c540affee24699f6a5,3027,bedok-south-secondary-school,bedok-south-secondary-school,holistic_development,Holistic Development,4.5,4.0,0.8,4,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,5,llm,2025-09-07 02:44:30+00
20509a4e3f53eb4c62d8e91d7bc9954aacfbac91,3065,kranji-secondary-school,kranji-secondary-school,accountability_stewardship,Accountability / Stewardship,4.5,3.5,0.7,3,0,0.9,0.5,0.5,low evidence,false,0,llm,2025-09-07 02:52:15+00
205941429730bbc00ccc94b8f3777be9b2e4a815,3053,springfield-secondary-school,springfield-secondary-school,responsibility_accountability,Responsibility/Accountability,4.5,3.5,0.7,2,0,0.9,0.5,0.5,low evidence,false,0,llm,2025-09-07 02:50:02+00
20a27c4651a7eb716a2b99930ad442f57d92dacf,3222,yio-chu-kang-secondary-school,yio-chu-kang-secondary-school,accountability_stewardship,Accountability / Stewardship,4.5,3.5,0.7,3,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 03:01:20+00
20ce93547c498ebac38baf4edf06f14f421155f6,7019,chij-st-josephs-convent,chij-st-josephs-convent,innovation_pioneering,Innovation / Pioneering,4.5,4.0,0.8,3,1,0.8,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 03:20:18+00
20ec7531d9980c01b7b5b603f8bdeaed998c181d,7011,montfort-secondary-school,montfort-secondary-school,faith_based_character,Faith-based Character,4.5,4.5,0.9,5,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,9,llm,2025-09-07 03:18:09+00
21023bb0144a66411dbb3e459435992dea14d037,3304,swiss-cottage-secondary-school,swiss-cottage-secondary-school,people_centred_respect,People-centred Respect,4.5,4.0,0.8,2,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,2,llm,2025-09-07 03:05:32+00
211cf92bf4111f72ccf3c860c9da0bd627948644,3606,sembawang-secondary-school,sembawang-secondary-school,holistic_development,Holistic Development,4.5,4.0,0.8,3,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 03:09:42+00
213a12ff624a5ab48ffe4ba701e2a09afc48a034,7105,chung-cheng-high-school-yishun,chung-cheng-high-school-yishun,service_care,Service/Care,4.5,4.5,0.9,4,2,0.8,1.0,0.8,≥2 urls & ≥2 snippets,false,4,llm,2025-09-07 03:25:58+00
214b00bf9351ce49417b04693acce753c3e61df4,3614,fuhua-secondary-school,fuhua-secondary-school,service_care,Service/Care,4.5,4.5,0.9,3,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,3,llm,2025-09-07 03:12:17+00
2167bb79f9e2b875c896bb0ef55d590defb3b44f,3225,bedok-view-secondary-school,bedok-view-secondary-school,holistic_development,Holistic Development,4.5,4.5,0.9,3,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,4,llm,2025-09-07 03:02:32+00
21d387a94b1813b95fdfba5896870a071067ec02,3029,clementi-town-secondary-school,clementi-town-secondary-school,responsibility_accountability,Responsibility/Accountability,4.5,4.5,0.9,4,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,5,llm,2025-09-07 02:44:44+00
21deaaf4b96eb846d8a5dcb41521564b9dca6b78,3622,compassvale-secondary-school,compassvale-secondary-school,diversity_inclusiveness,Diversity & Inclusiveness,4.5,4.0,0.8,2,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 03:15:32+00
22085b5e0d95fd5d8a087b7ae85ce0d9d1f357a7,3240,zhonghua-secondary-school,zhonghua-secondary-school,accountability_stewardship,Accountability / Stewardship,4.5,4.0,0.8,3,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 03:05:18+00
220cf5c391268a5867510f9ff3865423bf5165d1,3040,bukit-view-secondary-school,bukit-view-secondary-school,integrity_moral_courage,Integrity/Moral Courage,4.5,4.0,0.8,3,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 02:46:06+00
22a86cf513791e5c0a2ec6977019f4c3856f318f,3041,woodlands-secondary-school,woodlands-secondary-school,leadership,Leadership,4.5,4.5,0.9,4,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,4,llm,2025-09-07 02:46:32+00
22c3578e186bdc06be042b3eae5ed88e0473260e,3046,hougang-secondary-school,hougang-secondary-school,integrity_moral_courage,Integrity/Moral Courage,4.5,4.0,0.8,3,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 02:47:56+00
22e6c260c54122836c5a5a73e0ca0b39d45450d4,7309,fairfield-methodist-school-secondary,fairfield-methodist-school-secondary,service_care,Service/Care,4.5,4.0,0.8,4,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,19,llm,2025-09-07 03:29:06+00
22fdfb3b06d516f0d5f1a54bae2ac195744a3e12,7016,st-anthonys-canossian-secondary-school,st-anthonys-canossian-secondary-school,integrity_moral_courage,Integrity/Moral Courage,4.5,4.0,0.8,5,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,2,llm,2025-09-07 03:19:16+00
2333305eae6de36d481c58bad344867695cb9f78,3214,naval-base-secondary-school,naval-base-secondary-school,responsibility_accountability,Responsibility/Accountability,4.5,4.0,0.8,3,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,2,llm,2025-09-07 03:00:21+00
234c74e68784c034072c16770b270cba732a5f42,3051,greenridge-secondary-school,greenridge-secondary-school,scholarship_leadership_excellence,Scholarship & Leadership Excellence,4.5,3.5,0.7,3,0,0.9,0.5,0.5,low evidence,false,0,llm,2025-09-07 02:49:50+00
2359319ff00b5b1239918cf5245e55b508e29892,3609,east-spring-secondary-school,east-spring-secondary-school,service_care,Service/Care,4.5,4.5,0.9,2,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,3,llm,2025-09-07 03:10:39+00
23802dc0cd03eb0d5c75a8df505f9aa94aa8815c,7025,christ-church-secondary-school,christ-church-secondary-school,leadership,Leadership,4.5,4.5,0.9,4,2,0.8,1.0,0.8,≥2 urls & ≥2 snippets,false,8,llm,2025-09-07 03:22:00+00
23899388061a50a5705b8a5f036bedf2f17d6f9a,7111,maris-stella-high-school-secondary,maris-stella-high-school-secondary,responsibility_accountability,Responsibility/Accountability,4.5,4.0,0.8,5,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 03:26:57+00
23b44840ca0fe642504cc355befaa8a9d1ccb577,3225,bedok-view-secondary-school,bedok-view-secondary-school,leadership,Leadership,4.5,4.5,0.9,3,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,9,llm,2025-09-07 03:02:18+00
23c6aeefc438eb706410f124c8838eba7fa0694c,3074,greendale-secondary-school,greendale-secondary-school,passion_lifelong_learning,Passion & Lifelong Learning,4.5,4.0,0.8,4,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 02:55:28+00
2407edf2bbdae9e7d2280e94242531004fadb400,3070,punggol-secondary-school,punggol-secondary-school,excellence,Excellence,4.5,4.0,0.8,3,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,5,llm,2025-09-07 02:53:54+00
240e66e1e3bae0f19f3f8a78757cad9b33e0705e,3215,outram-secondary-school,outram-secondary-school,holistic_development,Holistic Development,4.5,4.5,0.9,4,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,5,llm,2025-09-07 03:00:55+00
243d30840d5854cf2a0f70eea77a237f2e7d6f86,3066,juying-secondary-school,juying-secondary-school,responsibility_accountability,Responsibility/Accountability,4.5,4.5,0.9,6,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,7,llm,2025-09-07 02:52:30+00
24434196dd89034803021c2b5a79887fce47177f,3623,evergreen-secondary-school,evergreen-secondary-school,faith_based_character,Faith-based Character,4.0,0.0,0.0,2,0,0.8,0.5,0.4,no faith signals found,true,0,llm,2025-09-07 03:15:46+00
2444972f79dff2e022ee00b8acfe37f8ea73eca5,7307,manjusri-secondary-school,manjusri-secondary-school,responsibility_accountability,Responsibility/Accountability,4.5,4.0,0.8,5,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,2,llm,2025-09-07 03:28:36+00
24454051ed8ef8a4bf65e283d75dea1c4cb10827,7005,geylang-methodist-school-secondary,geylang-methodist-school-secondary,holistic_development,Holistic Development,4.5,4.0,0.8,4,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 03:17:33+00
2450cd53fe4af3603e24c3d7b58dde923f0bee47,3240,zhonghua-secondary-school,zhonghua-secondary-school,integrity_moral_courage,Integrity/Moral Courage,4.5,3.5,0.7,3,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 03:05:00+00
247099b093ed1b9589211712dee27746d6aa1982,3235,pasir-ris-secondary-school,pasir-ris-secondary-school,service_care,Service/Care,4.5,4.5,0.9,5,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,10,llm,2025-09-07 03:03:46+00
248164e5c350c2a6c3e480996cb237056fe241f4,3618,regent-secondary-school,regent-secondary-school,responsibility_accountability,Responsibility/Accountability,3.5,3.5,0.7,1,0,0.7,0.25,0.25,low evidence,false,0,llm,2025-09-07 03:13:55+00
24a3b8ff715e020c2812fbf24078df1722e3fcbe,3040,bukit-view-secondary-school,bukit-view-secondary-school,compassion_empathy,Compassion/Empathy,4.5,4.5,0.9,3,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,2,llm,2025-09-07 02:46:08+00
24b675f90a05a75a3b240f66bd8f807aae64098a,7025,christ-church-secondary-school,christ-church-secondary-school,scholarship_leadership_excellence,Scholarship & Leadership Excellence,4.5,3.5,0.7,4,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 03:22:15+00
24bbe848435a276fc8c18805a4dbc24f7a09ce2e,7015,st-andrews-secondary-school,st-andrews-secondary-school,faith_based_character,Faith-based Character,4.5,4.5,0.9,6,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,10,llm,2025-09-07 03:18:54+00
24c65b408aa2ba9774d7c6b530947b2a86c30fbf,3068,jurong-west-secondary-school,jurong-west-secondary-school,faith_based_character,Faith-based Character,3.5,0.0,0.0,3,0,0.7,0.5,0.4,no faith signals found,true,0,llm,2025-09-07 02:53:15+00
24c9f4166068deb0c22bf8fbcdc207bff4aa29d8,806,Hwa Chong Institution (Secondary),hwa-chong-institution-secondary,leadership,Leadership,4.5,4.5,0.9,3,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,45,llm,2025-09-07 02:36:35+00
253d4b639a9913fda06aac47bf9c3f2132787dcf,3021,bendemeer-secondary-school,bendemeer-secondary-school,responsibility_accountability,Responsibility/Accountability,4.5,4.5,0.9,4,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,2,llm,2025-09-07 02:43:44+00
255478e2dc5d15e41aa6ed9a56dfe8bdecba5a29,3238,guangyang-secondary-school,guangyang-secondary-school,compassion_empathy,Compassion/Empathy,4.5,3.5,0.7,2,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 03:04:14+00
2571dd9fb17cff77132caa011e657cabcee81157,3616,woodgrove-secondary-school,woodgrove-secondary-school,accountability_stewardship,Accountability / Stewardship,4.5,3.5,0.7,2,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 03:13:20+00
25a0b2214332157f49a68bf88ccc4e96aec2043d,702,temasek-junior-college-secondary,temasek-junior-college-secondary,scholarship_leadership_excellence,Scholarship & Leadership Excellence,4.5,3.5,0.7,3,0,0.9,0.5,0.5,low evidence,false,0,llm,2025-09-07 02:36:28+00
25ab2d59d7bce7979082c52a14bf8f508c8f761f,7310,ngee-ann-secondary-school,ngee-ann-secondary-school,people_centred_respect,People-centred Respect,4.5,4.5,0.9,5,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,5,llm,2025-09-07 03:29:37+00
25c19ec3c89f1c786bb1ec5e9bd9b386b1442342,3002,bartley-secondary-school,bartley-secondary-school,people_centred_respect,People-centred Respect,4.5,4.0,0.8,3,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,3,llm,2025-09-07 02:37:19+00
25e594ae8e2c21844f5572744d7f1209027e0bb9,806,Hwa Chong Institution (Secondary),hwa-chong-institution-secondary,diversity_inclusiveness,Diversity & Inclusiveness,4.5,3.5,0.7,3,0,0.9,0.5,0.5,low evidence,false,0,llm,2025-09-07 02:36:43+00
26736ca10ce4d99d8c3bb5b1799b81ec509d4fba,3605,orchid-park-secondary-school,orchid-park-secondary-school,scholarship_leadership_excellence,Scholarship & Leadership Excellence,4.5,3.5,0.7,4,0,0.9,0.5,0.5,low evidence,false,0,llm,2025-09-07 03:09:20+00
26c69218dc276606aca55845c5ea3927aab56902,3075,edgefield-secondary-school,edgefield-secondary-school,responsibility_accountability,Responsibility/Accountability,4.5,3.5,0.7,4,0,0.9,0.5,0.5,low evidence,false,0,llm,2025-09-07 02:55:53+00
26e3e5dde8099a8e6913895262e4abb98d035e03,7028,kuo-chuan-presbyterian-secondary-school,kuo-chuan-presbyterian-secondary-school,innovation_pioneering,Innovation / Pioneering,3.5,3.5,0.7,5,0,0.7,0.5,0.5,low evidence,false,0,llm,2025-09-07 03:23:17+00
26f2011f16343a45410e1e3821122691e07a6cdf,7025,christ-church-secondary-school,christ-church-secondary-school,people_centred_respect,People-centred Respect,4.5,4.0,0.8,4,1,0.8,0.75,0.75,≥1 url & ≥1 snippet,false,8,llm,2025-09-07 03:22:04+00
2704fb4d6293bcd9872295702bd95201a01f3c40,3228,deyi-secondary-school,deyi-secondary-school,excellence,Excellence,4.5,4.5,0.9,2,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,6,llm,2025-09-07 03:03:02+00
270c7d461aa216f8279613c5c70dcbb3907deaa8,3604,woodlands-ring-secondary-school,woodlands-ring-secondary-school,people_centred_respect,People-centred Respect,4.5,4.5,0.9,4,2,0.8,1.0,0.8,≥2 urls & ≥2 snippets,false,3,llm,2025-09-07 03:08:40+00
273846994bc6b2329dc8dcf2776462fb6ae0914b,3009,raffles-institution-secondary,raffles-institution-secondary,integrity_moral_courage,Integrity/Moral Courage,4.5,3.5,0.7,3,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 02:40:47+00
277bf08ce81195f98be9ca342fac702af37d83e6,3041,woodlands-secondary-school,woodlands-secondary-school,courage_tenacity,Courage / Tenacity,4.5,4.5,0.9,4,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,9,llm,2025-09-07 02:46:39+00
27a4fddc9e4bf8d57bc10a16a971337dec06281d,3204,bukit-panjang-govt-high-school,bukit-panjang-govt-high-school,scholarship_leadership_excellence,Scholarship & Leadership Excellence,4.5,3.5,0.7,4,0,0.9,0.5,0.5,low evidence,false,0,llm,2025-09-07 02:59:17+00
27c35294c1a647d5da6dad0885a9c2376467d807,7108,holy-innocents-high-school,holy-innocents-high-school,responsibility_accountability,Responsibility/Accountability,4.5,4.0,0.8,7,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 03:26:31+00
28278000180620a967550b6f5c86272bca74e886,3065,kranji-secondary-school,kranji-secondary-school,innovation_pioneering,Innovation / Pioneering,4.5,4.5,0.9,3,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,5,llm,2025-09-07 02:52:13+00
284df1e316e1584731d3a8eb77e82ef84b49be06,3608,junyuan-secondary-school,junyuan-secondary-school,innovation_pioneering,Innovation / Pioneering,4.5,4.5,0.9,4,2,0.8,1.0,0.8,≥2 urls & ≥2 snippets,false,4,llm,2025-09-07 03:10:33+00
288c6c563d2e73e865cb3bdb7621626e7c5781a4,7017,st-gabriels-secondary-school,st-gabriels-secondary-school,scholarship_leadership_excellence,Scholarship & Leadership Excellence,4.5,4.0,0.8,4,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 03:19:59+00
28c3a8d2125ccd4fc4b938f8858d1ef1e3af6c3b,3001,anderson-secondary-school,anderson-secondary-school,people_centred_respect,People-centred Respect,4.5,4.0,0.8,3,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 02:36:59+00
28d822209f2f30549035ccc3a23a0502be4dbb5f,3202,broadrick-secondary-school,broadrick-secondary-school,compassion_empathy,Compassion/Empathy,4.5,4.0,0.8,5,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,3,llm,2025-09-07 02:58:16+00
28ec90f02544cba5d1208f9a61792b7c33927ea1,7309,fairfield-methodist-school-secondary,fairfield-methodist-school-secondary,compassion_empathy,Compassion/Empathy,4.5,4.5,0.9,4,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,2,llm,2025-09-07 03:29:11+00
2908d4c99b88861347bee6b56be487108a805446,3612,northbrooks-secondary-school,northbrooks-secondary-school,excellence,Excellence,4.5,4.0,0.8,4,1,0.8,0.75,0.75,≥1 url & ≥1 snippet,false,2,llm,2025-09-07 03:11:27+00
29137c9bca5fb5418ef3b1d2dae7cfb104c6feeb,806,Hwa Chong Institution (Secondary),hwa-chong-institution-secondary,courage_tenacity,Courage / Tenacity,4.5,4.5,0.9,3,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,12,llm,2025-09-07 02:36:42+00
2919b402fc2bc65803ec999672ca0055af0e2b48,3014,victoria-school,victoria-school,compassion_empathy,Compassion/Empathy,4.5,4.5,0.9,5,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,3,llm,2025-09-07 02:42:16+00
29505d1b86716139ea404b466d86523370961a21,7111,maris-stella-high-school-secondary,maris-stella-high-school-secondary,people_centred_respect,People-centred Respect,4.5,3.5,0.7,5,0,0.9,0.5,0.5,low evidence,false,2,llm,2025-09-07 03:26:54+00
295affc1ff3154e6aea655a399645ed09dbc6506,3021,bendemeer-secondary-school,bendemeer-secondary-school,courage_tenacity,Courage / Tenacity,4.5,4.5,0.9,4,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,8,llm,2025-09-07 02:43:45+00
296757b5efe766ebe2aad4ad19cf021a3b072e76,3007,queensway-secondary-school,queensway-secondary-school,faith_based_character,Faith-based Character,3.5,0.0,0.0,1,0,0.7,0.25,0.25,no faith signals found,true,0,llm,2025-09-07 02:40:06+00
296d467032ae96849539a8f248baa3176114c463,3075,edgefield-secondary-school,edgefield-secondary-school,accountability_stewardship,Accountability / Stewardship,4.5,4.0,0.8,4,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 02:55:59+00
29d0d546c6ccf01a580202c8d4122323ea8b3779,3503,dunearn-secondary-school,dunearn-secondary-school,integrity_moral_courage,Integrity/Moral Courage,4.5,4.0,0.8,4,1,0.8,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 03:06:34+00
2a0a6546d66fcb65c1fe3f3e252b96bd119ec734,7104,chung-cheng-high-school-main,chung-cheng-high-school-main,compassion_empathy,Compassion/Empathy,4.5,3.5,0.7,4,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 03:25:41+00
2a2ffe5e31583e68b262fe9606a7c3e0dd26db5b,7028,kuo-chuan-presbyterian-secondary-school,kuo-chuan-presbyterian-secondary-school,diversity_inclusiveness,Diversity & Inclusiveness,4.5,4.0,0.8,5,1,0.8,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 03:23:15+00
2a3763040b3fd04005adf3737bab7099b7450ecf,3619,kent-ridge-secondary-school,kent-ridge-secondary-school,integrity_moral_courage,Integrity/Moral Courage,4.5,4.5,0.9,7,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,3,llm,2025-09-07 03:14:06+00
2a5a482e52b9132d09b310bf58873747aae64f3f,3027,bedok-south-secondary-school,bedok-south-secondary-school,faith_based_character,Faith-based Character,4.0,0.0,0.0,4,0,0.8,0.5,0.4,no faith signals found,true,0,llm,2025-09-07 02:44:18+00
2a5ff359393d64694389c11b85bd2389928abbc6,3623,evergreen-secondary-school,evergreen-secondary-school,innovation_pioneering,Innovation / Pioneering,4.5,3.5,0.7,2,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 03:15:55+00
2a6f653445eedbda388cff79833080ddb48283a6,3004,cedar-girls-secondary-school,cedar-girls-secondary-school,passion_lifelong_learning,Passion & Lifelong Learning,4.5,4.0,0.8,3,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 02:38:05+00
2a78c041effc62812db3574170845e6b38a36cfe,3043,bowen-secondary-school,bowen-secondary-school,diversity_inclusiveness,Diversity & Inclusiveness,4.5,4.5,0.9,5,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,3,llm,2025-09-07 02:47:02+00
2a9249ba27c4dfafc049639ed4292268131b1d32,3020,yishun-secondary-school,yishun-secondary-school,passion_lifelong_learning,Passion & Lifelong Learning,4.5,3.5,0.7,4,0,0.9,0.5,0.5,low evidence,false,0,llm,2025-09-07 02:43:22+00
2aea3e7c73c46e31025f8b8eccb6685d82a97df7,7008,chij-katong-convent,chij-katong-convent,integrity_moral_courage,Integrity/Moral Courage,4.5,4.5,0.9,5,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,6,llm,2025-09-07 03:17:39+00
2b01ca4fff48ba252517db96c09fd82f8a68eff5,7029,st-hildas-secondary-school,st-hildas-secondary-school,compassion_empathy,Compassion/Empathy,4.5,4.5,0.9,4,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,3,llm,2025-09-07 03:23:27+00
2b1e48dead62500ede6d688f3ff52b8c7d8426c3,3065,kranji-secondary-school,kranji-secondary-school,responsibility_accountability,Responsibility/Accountability,4.5,4.5,0.9,3,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,2,llm,2025-09-07 02:52:09+00
2b2c1fc25961873e1b8a15ddbd10b5afbbec26d3,3015,whitley-secondary-school,whitley-secondary-school,excellence,Excellence,4.0,3.5,0.7,1,0,0.7,0.25,0.25,low evidence,false,0,llm,2025-09-07 02:42:35+00
2b2e0dcbeefe5b132253aaa53d1ed31e0e686834,3611,unity-secondary-school,unity-secondary-school,passion_lifelong_learning,Passion & Lifelong Learning,4.5,4.5,0.9,2,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,5,llm,2025-09-07 03:11:12+00
2b40cc5d4b815faba59eea27b977ed1b1594f712,3008,raffles-girls-school-secondary,raffles-girls-school-secondary,leadership,Leadership,4.5,4.5,0.9,4,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,13,llm,2025-09-07 02:40:27+00
2ba2c27726a79dbb88bc3fe99c4aa92bc82090b7,3019,yuhua-secondary-school,yuhua-secondary-school,leadership,Leadership,4.5,4.0,0.8,4,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 02:42:57+00
2bc939242065e2423e9107b6791a79fc48a5617f,3072,admiralty-secondary-school,admiralty-secondary-school,compassion_empathy,Compassion/Empathy,4.5,3.5,0.7,3,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 02:54:38+00
